source_ID,source_name,source_type,mapping_type,target_ID,target_name,target_type,mapping_description
S0537,HyperStack,software,uses,T1112,Modify Registry,technique,[HyperStack](https://attack.mitre.org/software/S0537) can add the name of its communication pipe to <code>HKLM\SYSTEM\\CurrentControlSet\\Services\\lanmanserver\\parameters\NullSessionPipes</code>.(Citation: Accenture HyperStack October 2020)
S0537,HyperStack,software,uses,T1106,Native API,technique,[HyperStack](https://attack.mitre.org/software/S0537) can use Windows API's <code>ConnectNamedPipe</code> and <code>WNetAddConnection2</code> to detect incoming connections and connect to remote shares.(Citation: Accenture HyperStack October 2020)
S0537,HyperStack,software,uses,T1573.001,Symmetric Cryptography,technique,[HyperStack](https://attack.mitre.org/software/S0537) has used RSA encryption for C2 communications.(Citation: Accenture HyperStack October 2020)
S0189,ISMInjector,software,uses,T1140,Deobfuscate/Decode Files or Information,technique,[ISMInjector](https://attack.mitre.org/software/S0189) uses the <code>certutil</code> command to decode a payload file.(Citation: OilRig New Delivery Oct 2017)
S0189,ISMInjector,software,uses,T1027,Obfuscated Files or Information,technique,[ISMInjector](https://attack.mitre.org/software/S0189) is obfuscated with the off-the-shelf SmartAssembly .NET obfuscator created by red-gate.com.(Citation: OilRig New Delivery Oct 2017)
S0189,ISMInjector,software,uses,T1055.012,Process Hollowing,technique,[ISMInjector](https://attack.mitre.org/software/S0189) hollows out a newly created process RegASM.exe and injects its payload into the hollowed process.(Citation: OilRig New Delivery Oct 2017)
S0189,ISMInjector,software,uses,T1053.005,Scheduled Task,technique,[ISMInjector](https://attack.mitre.org/software/S0189) creates scheduled tasks to establish persistence.(Citation: OilRig New Delivery Oct 2017)
S0483,IcedID,software,uses,T1573.002,Asymmetric Cryptography,technique,[IcedID](https://attack.mitre.org/software/S0483) has used SSL and TLS in communications with C2.(Citation: IBM IcedID November 2017)(Citation: Juniper IcedID June 2020)
S0483,IcedID,software,uses,T1055.004,Asynchronous Procedure Call,technique,[IcedID](https://attack.mitre.org/software/S0483) has used <code>ZwQueueApcThread</code> to inject itself into remote processes.(Citation: IBM IcedID November 2017)
S0483,IcedID,software,uses,T1185,Browser Session Hijacking,technique,[IcedID](https://attack.mitre.org/software/S0483) has used web injection attacks to redirect victims to spoofed sites designed to harvest banking and other credentials.  [IcedID](https://attack.mitre.org/software/S0483) can use a self signed TLS certificate in connection with the spoofed site and simultaneously maintains a live connection with the legitimate site to display the correct URL and certificates in the browser.(Citation: IBM IcedID November 2017)(Citation: Juniper IcedID June 2020)
S0483,IcedID,software,uses,T1087.002,Domain Account,technique,[IcedID](https://attack.mitre.org/software/S0483) can query LDAP to identify additional users on the network to infect.(Citation: IBM IcedID November 2017)
S0483,IcedID,software,uses,T1105,Ingress Tool Transfer,technique,[IcedID](https://attack.mitre.org/software/S0483) has the ability to download additional modules and a configuration file from C2.(Citation: IBM IcedID November 2017)(Citation: Juniper IcedID June 2020)
S0483,IcedID,software,uses,T1204.002,Malicious File,technique,[IcedID](https://attack.mitre.org/software/S0483) has been executed through Word documents with malicious embedded macros.(Citation: Juniper IcedID June 2020)
S0483,IcedID,software,uses,T1218.007,Msiexec,technique,[IcedID](https://attack.mitre.org/software/S0483) can inject itself into a suspended msiexec.exe process to send beacons to C2 while appearing as a normal msi application. (Citation: Juniper IcedID June 2020)
S0483,IcedID,software,uses,T1106,Native API,technique,"[IcedID](https://attack.mitre.org/software/S0483) has called <code>ZwWriteVirtualMemory</code>, <code>ZwProtectVirtualMemory</code>, <code>ZwQueueApcThread</code>, and <code>NtResumeThread</code> to inject itself into a remote process.(Citation: Juniper IcedID June 2020)"
S0483,IcedID,software,uses,T1027,Obfuscated Files or Information,technique,[IcedID](https://attack.mitre.org/software/S0483) has utilzed encrypted binaries and base64 encoded strings.(Citation: Juniper IcedID June 2020)
S0483,IcedID,software,uses,T1069,Permission Groups Discovery,technique,[IcedID](https://attack.mitre.org/software/S0483) has the ability to identify Workgroup membership.(Citation: IBM IcedID November 2017)
S0483,IcedID,software,uses,T1547.001,Registry Run Keys / Startup Folder,technique,[IcedID](https://attack.mitre.org/software/S0483) has established persistence by creating a Registry run key.(Citation: IBM IcedID November 2017)
S0483,IcedID,software,uses,T1053.005,Scheduled Task,technique,[IcedID](https://attack.mitre.org/software/S0483) has created a scheduled task that executes every hour to establish persistence.(Citation: Juniper IcedID June 2020)
S0483,IcedID,software,uses,T1027.002,Software Packing,technique,[IcedID](https://attack.mitre.org/software/S0483) has packed and encrypted its loader module.(Citation: Juniper IcedID June 2020)
S0483,IcedID,software,uses,T1566.001,Spearphishing Attachment,technique,[IcedID](https://attack.mitre.org/software/S0483) has been delivered via phishing e-mails with malicious attachments.(Citation: Juniper IcedID June 2020)
S0483,IcedID,software,uses,T1027.003,Steganography,technique,[IcedID](https://attack.mitre.org/software/S0483) has embedded binaries within RC4 encrypted .png files.(Citation: Juniper IcedID June 2020)
S0483,IcedID,software,uses,T1082,System Information Discovery,technique,[IcedID](https://attack.mitre.org/software/S0483) has the ability to identify the computer name and OS version on a compromised host.(Citation: IBM IcedID November 2017)
S0483,IcedID,software,uses,T1059.005,Visual Basic,technique,[IcedID](https://attack.mitre.org/software/S0483) has used obfuscated VBA string expressions.(Citation: Juniper IcedID June 2020)
S0483,IcedID,software,uses,T1071.001,Web Protocols,technique,[IcedID](https://attack.mitre.org/software/S0483) has used HTTPS in communications with C2.(Citation: Juniper IcedID June 2020)
S0483,IcedID,software,uses,T1047,Windows Management Instrumentation,technique,[IcedID](https://attack.mitre.org/software/S0483) has used WMI to execute binaries.(Citation: Juniper IcedID June 2020)
S0434,Imminent Monitor,software,uses,T1123,Audio Capture,technique,[Imminent Monitor](https://attack.mitre.org/software/S0434) has a remote microphone monitoring capability.(Citation: Imminent Unit42 Dec2019)(Citation: QiAnXin APT-C-36 Feb2019)
S0434,Imminent Monitor,software,uses,T1059,Command and Scripting Interpreter,technique,[Imminent Monitor](https://attack.mitre.org/software/S0434) has a CommandPromptPacket and ScriptPacket module(s) for creating a remote shell and executing scripts.(Citation: QiAnXin APT-C-36 Feb2019)
S0434,Imminent Monitor,software,uses,T1555.003,Credentials from Web Browsers,technique,[Imminent Monitor](https://attack.mitre.org/software/S0434) has a PasswordRecoveryPacket module for recovering browser passwords.(Citation: QiAnXin APT-C-36 Feb2019)
S0434,Imminent Monitor,software,uses,T1140,Deobfuscate/Decode Files or Information,technique,[Imminent Monitor](https://attack.mitre.org/software/S0434) has decoded malware components that are then dropped to the system.(Citation: QiAnXin APT-C-36 Feb2019)
S0434,Imminent Monitor,software,uses,T1562.001,Disable or Modify Tools,technique,[Imminent Monitor](https://attack.mitre.org/software/S0434) has a feature to disable Windows Task Manager.(Citation: Imminent Unit42 Dec2019)	
S0434,Imminent Monitor,software,uses,T1041,Exfiltration Over C2 Channel,technique,"[Imminent Monitor](https://attack.mitre.org/software/S0434) has uploaded a file containing debugger logs, network information and system information to the C2.(Citation: QiAnXin APT-C-36 Feb2019)"
S0434,Imminent Monitor,software,uses,T1070.004,File Deletion,technique,[Imminent Monitor](https://attack.mitre.org/software/S0434) has deleted files related to its dynamic debugger feature.(Citation: QiAnXin APT-C-36 Feb2019)
S0434,Imminent Monitor,software,uses,T1083,File and Directory Discovery,technique,"[Imminent Monitor](https://attack.mitre.org/software/S0434) has a dynamic debugging feature to check whether it is located in the %TEMP% directory, otherwise it copies itself there.(Citation: QiAnXin APT-C-36 Feb2019)"
S0434,Imminent Monitor,software,uses,T1564.001,Hidden Files and Directories,technique,[Imminent Monitor](https://attack.mitre.org/software/S0434) has a dynamic debugging feature to set the file attribute to hidden.(Citation: QiAnXin APT-C-36 Feb2019)
S0434,Imminent Monitor,software,uses,T1056.001,Keylogging,technique,[Imminent Monitor](https://attack.mitre.org/software/S0434) has a keylogging module.(Citation: Imminent Unit42 Dec2019)
S0434,Imminent Monitor,software,uses,T1106,Native API,technique,[Imminent Monitor](https://attack.mitre.org/software/S0434) has leveraged CreateProcessW() call to execute the debugger.(Citation: QiAnXin APT-C-36 Feb2019)
S0434,Imminent Monitor,software,uses,T1027,Obfuscated Files or Information,technique,[Imminent Monitor](https://attack.mitre.org/software/S0434) has encrypted the spearphish attachments to avoid detection from email gateways; the debugger also encrypts information before sending to the C2.(Citation: QiAnXin APT-C-36 Feb2019)
S0434,Imminent Monitor,software,uses,T1057,Process Discovery,technique,"[Imminent Monitor](https://attack.mitre.org/software/S0434) has a ""Process Watcher"" feature to monitor processes in case the client ever crashes or gets closed.(Citation: Imminent Unit42 Dec2019)"
S0434,Imminent Monitor,software,uses,T1021.001,Remote Desktop Protocol,technique,[Imminent Monitor](https://attack.mitre.org/software/S0434) has a module for performing remote desktop access.(Citation: QiAnXin APT-C-36 Feb2019)
S0434,Imminent Monitor,software,uses,T1496,Resource Hijacking,technique,[Imminent Monitor](https://attack.mitre.org/software/S0434) has the capability to run a cryptocurrency miner on the victim machine.(Citation: Imminent Unit42 Dec2019)
S0434,Imminent Monitor,software,uses,T1125,Video Capture,technique,[Imminent Monitor](https://attack.mitre.org/software/S0434) has a remote webcam monitoring capability.(Citation: Imminent Unit42 Dec2019)(Citation: QiAnXin APT-C-36 Feb2019)
S0357,Impacket,software,uses,T1558.003,Kerberoasting,technique,[Impacket](https://attack.mitre.org/software/S0357) modules like GetUserSPNs can be used to get Service Principal Names (SPNs) for user accounts. The output is formatted to be compatible with cracking tools like John the Ripper and Hashcat.(Citation: Impacket Tools)
S0357,Impacket,software,uses,T1557.001,LLMNR/NBT-NS Poisoning and SMB Relay,technique,[Impacket](https://attack.mitre.org/software/S0357) modules like ntlmrelayx and smbrelayx can be used in conjunction with [Network Sniffing](https://attack.mitre.org/techniques/T1040) and [LLMNR/NBT-NS Poisoning and SMB Relay](https://attack.mitre.org/techniques/T1557/001) to gather NetNTLM credentials for [Brute Force](https://attack.mitre.org/techniques/T1110) or relay attacks that can gain code execution.(Citation: Impacket Tools)
S0357,Impacket,software,uses,T1003.004,LSA Secrets,technique,SecretsDump and [Mimikatz](https://attack.mitre.org/software/S0002) modules within [Impacket](https://attack.mitre.org/software/S0357) can perform credential dumping to obtain account and password information.(Citation: Impacket Tools)
S0357,Impacket,software,uses,T1003.001,LSASS Memory,technique,SecretsDump and [Mimikatz](https://attack.mitre.org/software/S0002) modules within [Impacket](https://attack.mitre.org/software/S0357) can perform credential dumping to obtain account and password information.(Citation: Impacket Tools)
S0357,Impacket,software,uses,T1003.003,NTDS,technique,SecretsDump and [Mimikatz](https://attack.mitre.org/software/S0002) modules within [Impacket](https://attack.mitre.org/software/S0357) can perform credential dumping to obtain account and password information from NTDS.dit.(Citation: Impacket Tools)
S0357,Impacket,software,uses,T1040,Network Sniffing,technique,[Impacket](https://attack.mitre.org/software/S0357) can be used to sniff network traffic via an interface or raw socket.(Citation: Impacket Tools)
S0357,Impacket,software,uses,T1003.002,Security Account Manager,technique,SecretsDump and [Mimikatz](https://attack.mitre.org/software/S0002) modules within [Impacket](https://attack.mitre.org/software/S0357) can perform credential dumping to obtain account and password information.(Citation: Impacket Tools)
S0357,Impacket,software,uses,T1569.002,Service Execution,technique,[Impacket](https://attack.mitre.org/software/S0357) contains various modules emulating other service execution tools such as [PsExec](https://attack.mitre.org/software/S0029).(Citation: Impacket Tools)
S0357,Impacket,software,uses,T1047,Windows Management Instrumentation,technique,[Impacket](https://attack.mitre.org/software/S0357)'s wmiexec module can be used to execute commands through WMI.(Citation: Impacket Tools)
